URL,Date,Tweet,ID,Replies,Retweets,Likes,Quotes,Conv. ID,Language,Links,Media,Retweeted Tweet,Bookmarks,Username
https://twitter.com/idextratime/status/1669493974829268992,2023-06-15 23:55:55+00:00,"Won’t happen against Indonesia, pal.",1669493974829268992,48,38,934,3,1669493974829268992,en,,,,6,idextratime
https://twitter.com/idextratime/status/1669493064669487104,2023-06-15 23:52:18+00:00,😭🤌,1669493064669487104,3,2,90,0,1669493064669487104,art,,,,0,idextratime
https://twitter.com/idextratime/status/1669490108846993408,2023-06-15 23:40:34+00:00,Aku akibat bang Messi ga jadi kesini https://t.co/yr6PQkoJNX,1669490108846993408,20,6,467,1,1669490108846993408,in,,https://pbs.twimg.com/media/Fys4Z2ZaAAArEhj?format=jpg&name=orig,,1,idextratime
https://twitter.com/idextratime/status/1669489738573832192,2023-06-15 23:39:05+00:00,Lagi stres berat pengen moshing aja,1669489738573832192,6,13,87,0,1669489738573832192,in,,,,0,idextratime
https://twitter.com/idextratime/status/1669475809529303040,2023-06-15 22:43:45+00:00,"BREAKING : Napoli resmi menunjuk eks pelatih Al-Nassr, Rudi Garcia, sebagai pelatih baru mereka. 👔

#TransferExtraTime https://t.co/CJCdTDUT8M",1669475809529303040,46,20,793,10,1669475809529303040,in,,https://pbs.twimg.com/media/FysrZqlaEAA5gPZ?format=jpg&name=orig,,4,idextratime
https://twitter.com/idextratime/status/1669473540918374401,2023-06-15 22:34:44+00:00,"#NationsLeague 
FT : Spanyol 2-1 Italia

⚽ Yeremi 3'
⚽ Joselu 88'
-
⚽ Immobile 11' (P)

Spanyol tantang Kroasia di final.. ⚔️ https://t.co/dpG2QVlITB",1669473540918374401,77,28,906,8,1669473540918374401,in,,https://pbs.twimg.com/media/FyspVkMaYAMXkhL?format=jpg&name=orig,,2,idextratime
https://twitter.com/idextratime/status/1669466179126296576,2023-06-15 22:05:28+00:00,"She belongs to the street man, Steph ain’t deserve this",1669466179126296576,5,6,117,0,1669466179126296576,en,,,,3,idextratime
https://twitter.com/idextratime/status/1669462817844641792,2023-06-15 21:52:07+00:00,Aku nonton Argentina pengen lihat langsung 3 pemain yang bikin mereka juara Piala Dunia bang 👊😎 https://t.co/KZLKtqceOQ,1669462817844641792,61,45,1279,8,1669462817844641792,in,,https://pbs.twimg.com/media/Fysfk2vaQAAkBqn?format=jpg&name=orig,,10,idextratime
https://twitter.com/idextratime/status/1669425448038830081,2023-06-15 19:23:37+00:00,"Osimhen, Kvara mending pindah dari sekarang",1669425448038830081,24,3,193,0,1669425448038830081,in,,,,1,idextratime
https://twitter.com/idextratime/status/1669419588831027200,2023-06-15 19:00:20+00:00,Knp blum tidur?,1669419588831027200,111,2,116,14,1669419588831027200,in,,,,0,idextratime
https://twitter.com/idextratime/status/1669416771445727232,2023-06-15 18:49:09+00:00,"@gunbill Stadium, PI beda lagi",1669416771445727232,0,0,1,0,1669351582100787200,in,,,,0,idextratime
https://twitter.com/idextratime/status/1669414234789400577,2023-06-15 18:39:04+00:00,@taurunians tidur,1669414234789400577,1,0,18,0,1669355660562300929,in,,,,0,idextratime
https://twitter.com/idextratime/status/1669392024167153665,2023-06-15 17:10:49+00:00,@carammilo aku cuci kaki dulu ya,1669392024167153665,6,0,3,0,1669386867685588992,in,,,,0,idextratime
https://twitter.com/idextratime/status/1669390106208387072,2023-06-15 17:03:11+00:00,@carammilo ga tdr?,1669390106208387072,3,0,1,0,1669386867685588992,in,,,,0,idextratime
https://twitter.com/idextratime/status/1669386867685588992,2023-06-15 16:50:19+00:00,Maaf yah kalo malam ini aku berisik 😔,1669386867685588992,66,3,123,3,1669386867685588992,in,,,,3,idextratime
https://twitter.com/idextratime/status/1669383178002518017,2023-06-15 16:35:39+00:00,"El gonzalo el ndase gundulo palkontero kontolodon bacotos numero uno, sí?",1669383178002518017,74,78,757,23,1669383178002518017,es,,,,20,idextratime
https://twitter.com/idextratime/status/1669382397677436930,2023-06-15 16:32:33+00:00,Ini sekalian aja weaknesses: playing football,1669382397677436930,14,8,158,1,1669382397677436930,in,,,,1,idextratime
https://twitter.com/idextratime/status/1669382209378353152,2023-06-15 16:31:48+00:00,Kena roasting orang argentina cok 😭😭,1669382209378353152,42,50,715,3,1669382209378353152,in,,,,11,idextratime
https://twitter.com/idextratime/status/1669381826656505856,2023-06-15 16:30:17+00:00,"Bener kata Rolling Stones, You Can't Always Get What You Want 😭",1669381826656505856,8,43,243,2,1669381826656505856,en,,,,8,idextratime
https://twitter.com/idextratime/status/1669381670401871873,2023-06-15 16:29:40+00:00,Siapa yang akan meraih Ballon d'Or lebih dulu,1669381670401871873,71,5,151,9,1669381670401871873,in,,,,3,idextratime
https://twitter.com/idextratime/status/1669380768358088704,2023-06-15 16:26:05+00:00,Persiapan quadruple musim depan,1669380768358088704,5,2,64,0,1669380768358088704,in,,,,0,idextratime
https://twitter.com/idextratime/status/1669380521997266945,2023-06-15 16:25:06+00:00,https://t.co/L9Crgj4vWE,1669380521997266945,7,2,257,0,1669380521997266945,zxx,,https://pbs.twimg.com/media/FyrUu-ZaIAEO604?format=jpg&name=orig,,0,idextratime
https://twitter.com/idextratime/status/1669380517865881601,2023-06-15 16:25:05+00:00,@raufaelstruick woy dnnya,1669380517865881601,1,0,2,0,1669378542726180865,in,,,,0,idextratime
https://twitter.com/idextratime/status/1669380402333757440,2023-06-15 16:24:38+00:00,😭😭😭😭😭,1669380402333757440,9,3,72,0,1669380402333757440,art,,,,0,idextratime
