URL,Date,Tweet,ID,Replies,Retweets,Likes,Quotes,Conv. ID,Language,Links,Media,Retweeted Tweet,Bookmarks,Username
https://twitter.com/ayangvei/status/1668658521888665600,2023-06-13 16:36:08+00:00,@ifrhit Mamikos harganya terlalu overpriced gt,1668658521888665600,1,0,0,0,1668487625798479872,in,,,,0,ayangvei
https://twitter.com/ballsinyourarea/status/1668654965483782144,2023-06-13 16:22:00+00:00,udah nyiapin tas gede sihh sama planning baju apa aja yg mau dibawa + nyari kosan di mamikos (BISMILLAH KETERIMA PIL 1),1668654965483782144,0,0,1,0,1668654965483782144,in,,,,0,ballsinyourarea
https://twitter.com/ConcacafID/status/1668636771146690561,2023-06-13 15:09:42+00:00,"@idextratime Orangnya lagi repot ngurusin buat pindah kosan, ETI.
Scroll scroll mamikos gak nemu yang sesuai terus. Giliran ada yang sesuai udah full booked.",1668636771146690561,0,1,22,0,1668635264464592898,in,,,,0,ConcacafID
https://twitter.com/haanzhing888/status/1668635916016193537,2023-06-13 15:06:18+00:00,@dioxazinee_ uda coba cari-cari lewat aplikasi mamikos?,1668635916016193537,0,0,0,0,1668634214592561152,in,,,,0,haanzhing888
https://twitter.com/Yourlovelygf_/status/1668588103429410818,2023-06-13 11:56:19+00:00,@jogmfs Klo pgn gampang bisa cari pake apk mamikos,1668588103429410818,0,0,0,0,1668536688384299009,in,,,,0,Yourlovelygf_
https://twitter.com/studywithania/status/1668566033945497600,2023-06-13 10:28:37+00:00,"@astudyaddict Banyakk di fb, mamikos, google maps, instagram wkwkwk",1668566033945497600,0,0,0,0,1668562346363719680,in,,,,0,studywithania
https://twitter.com/CS_singgahsini/status/1668551723718414340,2023-06-13 09:31:45+00:00,"Yakkkk sekian dulu thread hari ini, besok apalagi komen dongss biar mimin kasi rekomendasi lagi 🤗🤗
#kos #infokos #rekomendasikos #mamikos #Apik #Singgahsini #tangerang #bekasi #jakarta #Semarang #surakarta #solo #mahasiswa #Popular #maba",1668551723718414340,0,0,0,0,1668551706647597056,in,,,,0,CS_singgahsini
https://twitter.com/CS_singgahsini/status/1668551706647597056,2023-06-13 09:31:41+00:00,"Yakkkk sekian dulu thread hari ini, besok apalagi komen dongss biar mimin kasi rekomendasi lagi 🤗🤗
#kos #infokos #rekomendasikos #mamikos #Apik #Singgahsini #tangerang #bekasi #jakarta #Semarang #surakarta #solo #mahasiswa #Popular #maba",1668551706647597056,1,0,0,0,1668551706647597056,in,,,,0,CS_singgahsini
https://twitter.com/ifrhit/status/1668501121047085063,2023-06-13 06:10:41+00:00,"@ayangvei di mamikos biasanya banyak tuh, vei",1668501121047085063,1,0,0,0,1668487625798479872,in,,,,0,ifrhit
https://twitter.com/aesheticgirll/status/1668313851383926785,2023-06-12 17:46:32+00:00,"@jogmfs apk mamikos nder, baru cek lokasi, kalo kurang cocok coba cari lewat google.",1668313851383926785,0,0,0,0,1668280570718330880,in,,,,0,aesheticgirll
https://twitter.com/jfc127BP/status/1668284192613085184,2023-06-12 15:48:41+00:00,Nyari kosan di TikTok &gt; Nyari kosan di Mamikos,1668284192613085184,0,0,0,0,1668284192613085184,in,,,,0,jfc127BP
https://twitter.com/siprenjun/status/1668175227719942144,2023-06-12 08:35:42+00:00,"Dapet notif dari Mamikos,
""Dapatkan 2 tiket gratis nonton konser Glenn Fredly"" 😀",1668175227719942144,0,0,0,0,1668175227719942144,in,,,,0,siprenjun
https://twitter.com/papurulla/status/1668167877026013185,2023-06-12 08:06:29+00:00,"@worksfess Install mamikos buat sementara, sembari kerja pas pulang sekalian jalan cari kosan yg sesuai kamu mau (ini sekalian tanya2 ke senior yg kos juga). Beli barang2 isi kosan kalau udh pasti dpt kosan yg nyaman aja",1668167877026013185,0,0,0,0,1667875579587342336,in,,,,0,papurulla
https://twitter.com/norenzip/status/1668165304374165505,2023-06-12 07:56:16+00:00,@DraftAnakUnpad Kaget banget lihat kosan sendiri masuk sini... Ini penipuan nder. Kata ownernya gak pasang di mamikos.,1668165304374165505,1,0,0,0,1667540074463125504,in,,,,0,norenzip
https://twitter.com/funxell/status/1668095505451327488,2023-06-12 03:18:54+00:00,@schfess Baru otw download mamikos,1668095505451327488,0,0,0,0,1668088926723244033,in,,,,0,funxell
https://twitter.com/Rezasykes29/status/1668095051938037768,2023-06-12 03:17:06+00:00,@hisokamorow4_ @humpumpy ba mamikos,1668095051938037768,0,0,0,0,1667800710124281856,lt,,,,0,Rezasykes29
https://twitter.com/crochemonsieur/status/1668066101949878272,2023-06-12 01:22:04+00:00,"@YavannaDami ... am ende spazieren sie zu acht (wie auf dem filmplakat), machen fotos und mamiko und matsuyama erzählen, dass sie jetzt zusammen sind (mamikos katzenallergie ist durch die kräuterteemischung verschwunden).
und ako zeichnet jetzt katzen-mangas
hoffe ich habe nichts vergessen :)",1668066101949878272,0,0,1,0,1668008794553450499,de,,,,0,crochemonsieur
https://twitter.com/pevensiesfam/status/1667948753070997504,2023-06-11 17:35:46+00:00,"yang bisa scrapping data dari web mamikos pake jupyter bs4 pliss, drop fee  #zonauangᅠ #jokitugaskuliah #jokitugas",1667948753070997504,2,0,0,0,1667948753070997504,in,,,,0,pevensiesfam
https://twitter.com/hazelnuuot/status/1667911893347094528,2023-06-11 15:09:18+00:00,@lovetohatemeboy @schfess coba kamu cek ajaa di pegi pegi atau di mamikos gtt gtt,1667911893347094528,0,0,0,0,1667903472447143937,in,,,,0,hazelnuuot
https://twitter.com/joonathanstry/status/1667908450649792515,2023-06-11 14:55:37+00:00,Mamikos 😄👍,1667908450649792515,0,0,0,0,1667908450649792515,lt,,,,0,joonathanstry
https://twitter.com/erindaaww/status/1667889179928432642,2023-06-11 13:39:03+00:00,"@schfess Kl aku cari di apk mamikos, tapi harus sabar,telaten scroll sama nanya"" biar dpt yang pas dan sesuai",1667889179928432642,0,0,0,0,1667423893697728512,in,,,,0,erindaaww
https://twitter.com/Zark990/status/1667830560566439936,2023-06-11 09:46:07+00:00,@FWBESS Mamikos banyak kalo ngga Facebook marketplace,1667830560566439936,0,0,0,0,1667829034607349760,tl,,,,0,Zark990
https://twitter.com/djakaaja/status/1667830117685678080,2023-06-11 09:44:21+00:00,@FWBESS Cek mamikos aja,1667830117685678080,0,0,0,0,1667829034607349760,in,,,,0,djakaaja
https://twitter.com/sumberprotein/status/1667804449933520896,2023-06-11 08:02:21+00:00,@worksfess di mamikos banyak nder. gue pernah di daerah sana,1667804449933520896,0,0,0,0,1667803856888303616,in,,,,0,sumberprotein
https://twitter.com/triadistarevan/status/1667800355600564225,2023-06-11 07:46:05+00:00,"Dating Show #RWYS1
Nama : Mykel Winata
Asal : Palembang, Sumatera Selatan
Pekerjaan : Owner Mamikos https://t.co/PgA9uk1Wm6",1667800355600564225,0,0,0,0,1667789819249037314,in,,https://pbs.twimg.com/media/FyU3lNtaUAMO-x9?format=jpg&name=orig,,0,triadistarevan
